Question | Wrong Answer | Expected AnswerWhat are the sales opportunities in MEN in ALABAMA? | The sales opportunities in WOMENS in AL. | The sales opportunities in MENS in AL.
What are the sales opportunities in MEN in CALIFORNIA? | The sales opportunities in WOMENS in CA. | The sales opportunities in MENS in CA.
What are the sales opportunities in MEN in ALABAMA? | The sales opportunities in WOMENS in AL. | The sales opportunities in MENS in AL.
What are the sales opportunities in MEN in CALIFORNIA? | The sales opportunities in WOMENS in CA. | The sales opportunities in MENS in CA.
What are the highest sellers in MEN in CA?  | The highest sellers in WOMENS in CA. | The highest sellers in MENS in CA.
What are the highest sellers in MEN in LA?  | The highest sellers in WOMENS in LA. | The highest sellers in MENS in LA.
What are the highest sellers in MEN in ALABAMA?  | The highest sellers in WOMENS in AL. | The highest sellers in MENS in AL.
What are the highest sellers in MEN in CALIFORNIA?  | The highest sellers in WOMENS in CA. | The highest sellers in MENS in CA.
What are the highest sellers in MEN in MICHIGAN?  | The highest sellers in WOMENS in MI. | The highest sellers in MENS in MI.
What are the lowest sellers in MEN in CA?  | The lowest sellers in WOMENS in CA. | The lowest sellers in MENS in CA.
What are the lowest sellers in MEN in CT?  | The lowest sellers in WOMENS in CT. | The lowest sellers in MENS in CT.
What are the lowest sellers in MEN in LA?  | The lowest sellers in WOMENS in LA. | The lowest sellers in MENS in LA.
What are the lowest sellers in MEN in WA?  | The lowest sellers in WOMENS in WA. | The lowest sellers in MENS in WA.
What are the lowest sellers in MEN in ALABAMA?  | The lowest sellers in WOMENS in AL. | The lowest sellers in MENS in AL.
What are the lowest sellers in MEN in CALIFORNIA?  | The lowest sellers in WOMENS in CA. | The lowest sellers in MENS in CA.
What are the lowest sellers in MEN in GEORGIA?  | The lowest sellers in WOMENS in GA. | The lowest sellers in MENS in GA.
What are the lowest sellers in MEN in MICHIGAN?  | The lowest sellers in WOMENS in MI. | The lowest sellers in MENS in MI.
What are the lowest sellers in MEN in WYOMING?  | The lowest sellers in WOMENS in WY. | The lowest sellers in MENS in WY.
How do sales in MEN compare across different stores in AL? | How sales in WOMENS compare across different stores in AL. | How sales in MENS compare across different stores in AL.
How do sales in MEN compare across different stores in AZ? | How sales in WOMENS compare across different stores in AZ. | How sales in MENS compare across different stores in AZ.
How do sales in MEN compare across different stores in CA? | How sales in WOMENS compare across different stores in CA. | How sales in MENS compare across different stores in CA.
How do sales in MEN compare across different stores in CT? | How sales in WOMENS compare across different stores in CT. | How sales in MENS compare across different stores in CT.
How do sales in MEN compare across different stores in GA? | How sales in WOMENS compare across different stores in GA. | How sales in MENS compare across different stores in GA.
How do sales in MEN compare across different stores in IL? | How sales in WOMENS compare across different stores in IL. | How sales in MENS compare across different stores in IL.
How do sales in MEN compare across different stores in IN? | How sales in WOMENS compare across different stores in IN. | How sales in MENS compare across different stores in IN.
How do sales in MEN compare across different stores in LA? | How sales in WOMENS compare across different stores in LA. | How sales in MENS compare across different stores in LA.
How do sales in MEN compare across different stores in MI? | How sales in WOMENS compare across different stores in MI. | How sales in MENS compare across different stores in MI.
How do sales in MEN compare across different stores in NH? | How sales in WOMENS compare across different stores in NH. | How sales in MENS compare across different stores in NH.
How do sales in MEN compare across different stores in NJ? | How sales in WOMENS compare across different stores in NJ. | How sales in MENS compare across different stores in NJ.
How do sales in MEN compare across different stores in OR? | How sales in WOMENS compare across different stores in OR. | How sales in MENS compare across different stores in OR.
How do sales in MEN compare across different stores in PA? | How sales in WOMENS compare across different stores in PA. | How sales in MENS compare across different stores in PA.
How do sales in MEN compare across different stores in TN? | How sales in WOMENS compare across different stores in TN. | How sales in MENS compare across different stores in TN.
How do sales in MEN compare across different stores in TX? | How sales in WOMENS compare across different stores in TX. | How sales in MENS compare across different stores in TX.
How do sales in MEN compare across different stores in WA? | How sales in WOMENS compare across different stores in WA. | How sales in MENS compare across different stores in WA.
How do sales in MEN compare across different stores in WV? | How sales in WOMENS compare across different stores in WV. | How sales in MENS compare across different stores in WV.
How do sales in MEN compare across different stores in WY? | How sales in WOMENS compare across different stores in WY. | How sales in MENS compare across different stores in WY.
How do sales in MEN compare across different stores in ALABAMA? | How sales in WOMENS compare across different stores in AL. | How sales in MENS compare across different stores in AL.
How do sales in MEN compare across different stores in ARIZONA? | How sales in WOMENS compare across different stores in AZ. | How sales in MENS compare across different stores in AZ.
How do sales in MEN compare across different stores in CALIFORNIA? | How sales in WOMENS compare across different stores in CA. | How sales in MENS compare across different stores in CA.
How do sales in MEN compare across different stores in GEORGIA? | How sales in WOMENS compare across different stores in GA. | How sales in MENS compare across different stores in GA.
How do sales in MEN compare across different stores in ILLINOIS? | How sales in WOMENS compare across different stores in IL. | How sales in MENS compare across different stores in IL.
How do sales in MEN compare across different stores in INDIANA? | How sales in WOMENS compare across different stores in IN. | How sales in MENS compare across different stores in IN.
How do sales in MEN compare across different stores in LOUISIANA? | How sales in WOMENS compare across different stores in LA. | How sales in MENS compare across different stores in LA.
How do sales in MEN compare across different stores in MICHIGAN? | How sales in WOMENS compare across different stores in MI. | How sales in MENS compare across different stores in MI.
How do sales in MEN compare across different stores in NEW HAMPSHIRE? | How sales in WOMENS compare across different stores in NH. | How sales in MENS compare across different stores in NH.
How do sales in MEN compare across different stores in NEW JERSEY? | How sales in WOMENS compare across different stores in NJ. | How sales in MENS compare across different stores in NJ.
How do sales in MEN compare across different stores in OREGON? | How sales in WOMENS compare across different stores in OR. | How sales in MENS compare across different stores in OR.
How do sales in MEN compare across different stores in PENNSYLVANIA? | How sales in WOMENS compare across different stores in PA. | How sales in MENS compare across different stores in PA.
How do sales in MEN compare across different stores in TENNESSEE? | How sales in WOMENS compare across different stores in TN. | How sales in MENS compare across different stores in TN.
How do sales in MEN compare across different stores in WASHINGTON? | How sales in WOMENS compare across different stores in WA. | How sales in MENS compare across different stores in WA.
How do sales in MEN compare across different stores in WEST VIRGINIA? | How sales in WOMENS compare across different stores in WV. | How sales in MENS compare across different stores in WV.
How do sales in MEN compare across different stores in WYOMING? | How sales in WOMENS compare across different stores in WY. | How sales in MENS compare across different stores in WY.
What store in CT sells the most in MEN? | What store in CT sells the most in WOMENS. | What store in CT sells the most in MENS.
What store in LA sells the most in MEN? | What store in LA sells the most in WOMENS. | What store in LA sells the most in MENS.
What store in WA sells the most in MEN? | What store in WA sells the most in WOMENS. | What store in WA sells the most in MENS.
What store in ALABAMA sells the most in MEN? | What store in AL sells the most in WOMENS. | What store in AL sells the most in MENS.
What store in ARIZONA sells the most in MEN? | What store in AZ sells the most in WOMENS. | What store in AZ sells the most in MENS.
What store in CALIFORNIA sells the most in MEN? | What store in CA sells the most in WOMENS. | What store in CA sells the most in MENS.
What store in GEORGIA sells the most in MEN? | What store in GA sells the most in WOMENS. | What store in GA sells the most in MENS.
What store in ILLINOIS sells the most in MEN? | What store in IL sells the most in WOMENS. | What store in IL sells the most in MENS.
What store in MICHIGAN sells the most in MEN? | What store in MI sells the most in WOMENS. | What store in MI sells the most in MENS.
What store in NEW HAMPSHIRE sells the most in MEN? | What store in NH sells the most in WOMENS. | What store in NH sells the most in MENS.
What store in NEW JERSEY sells the most in MEN? | What store in NJ sells the most in WOMENS. | What store in NJ sells the most in MENS.
What store in TENNESSEE sells the most in MEN? | What store in TN sells the most in WOMENS. | What store in TN sells the most in MENS.
What store in WEST VIRGINIA sells the most in MEN? | What store in WV sells the most in WOMENS. | What store in WV sells the most in MENS.
What is top-selling product this week in MEN in our HOUSTON,TX location? | Top-selling product this week in WOMENS in our HOUSTON,TX location. | Top-selling product this week in MENS in our HOUSTON,TX location.
What is top-selling product this week in MEN in our YORK,PA location? | Top-selling product this week in WOMENS in our YORK,PA location. | Top-selling product this week in MENS in our YORK,PA location.
What is top-selling product this week in MEN in our EUREKA,CA location? | Top-selling product this week in WOMENS in our EUREKA,CA location. | Top-selling product this week in MENS in our EUREKA,CA location.
What is the category with the biggest sales opportunity at PENNSYLVANIA? | The category or genre with the biggest or most sales opportunity at YORK,PA | The category or genre with the biggest or most sales opportunity at PA
What is the opportunity at PORTLAND,OR? | Opportunities at our PORTLAND,OR location. | The sales opportunity or missed sales at PORTLAND,OR
What is the opportunity at HOUSTON,TX? | Opportunities at our HOUSTON,TX location. | The sales opportunity or missed sales at HOUSTON,TX
What is the opportunity at FLAGSTAFF,AZ? | Opportunities at our FLAGSTAFF,AZ location. | The sales opportunity or missed sales at FLAGSTAFF,AZ
What is the opportunity at BATONROUGE,LA? | Opportunities at our BATONROUGE,LA location. | The sales opportunity or missed sales at BATONROUGE,LA
What is the opportunity at JACKSON,MI? | Opportunities at our JACKSON,MI location. | The sales opportunity or missed sales at JACKSON,MI
What is the opportunity at COLUMBUS,IN? | Opportunities at our COLUMBUS,IN location. | The sales opportunity or missed sales at COLUMBUS,IN
What is the opportunity at EUGENE,OR? | Opportunities at our EUGENE,OR location. | The sales opportunity or missed sales at EUGENE,OR
What is the opportunity at NEWORLEANS,LA? | Opportunities at our NEWORLEANS,LA location. | The sales opportunity or missed sales at NEWORLEANS,LA
What is the opportunity at BIRMINGHAM,AL? | Opportunities at our BIRMINGHAM,AL location. | The sales opportunity or missed sales at BIRMINGHAM,AL
What is the opportunity at SAN DIEGO,CA? | Opportunities at our SAN DIEGO,CA location. | The sales opportunity or missed sales at SAN DIEGO,CA
What is the opportunity at HERSHEY,PA? | Opportunities at our HERSHEY,PA location. | The sales opportunity or missed sales at HERSHEY,PA
What is the opportunity at ELPASO,TX? | Opportunities at our ELPASO,TX location. | The sales opportunity or missed sales at ELPASO,TX
What is the opportunity at LANCASTER,PA? | Opportunities at our LANCASTER,PA location. | The sales opportunity or missed sales at LANCASTER,PA
What is the opportunity at MIDDLETOWN,WV? | Opportunities at our MIDDLETOWN,WV location. | The sales opportunity or missed sales at MIDDLETOWN,WV
What is the opportunity at SEATTLE,WA? | Opportunities at our SEATTLE,WA location. | The sales opportunity or missed sales at SEATTLE,WA
What is the opportunity at PITTSBURGH,PA? | Opportunities at our PITTSBURGH,PA location. | The sales opportunity or missed sales at PITTSBURGH,PA
What is the opportunity at KOKOMO,IN? | Opportunities at our KOKOMO,IN location. | The sales opportunity or missed sales at KOKOMO,IN
What is the opportunity at PHILADELPHIA,PA? | Opportunities at our PHILADELPHIA,PA location. | The sales opportunity or missed sales at PHILADELPHIA,PA
What is the opportunity at YORK,PA? | Opportunities at our YORK,PA location. | The sales opportunity or missed sales at YORK,PA
What is the opportunity at HUNTSVILLE,AL? | Opportunities at our HUNTSVILLE,AL location. | The sales opportunity or missed sales at HUNTSVILLE,AL
What is the opportunity at DALLAS,TX? | Opportunities at our DALLAS,TX location. | The sales opportunity or missed sales at DALLAS,TX
What is the opportunity at EUREKA,CA? | Opportunities at our EUREKA,CA location. | The sales opportunity or missed sales at EUREKA,CA
What is the opportunity at TACOMA,WA? | Opportunities at our TACOMA,WA location. | The sales opportunity or missed sales at TACOMA,WA
What is the opportunity at PERU,IL? | Opportunities at our PERU,IL location. | The sales opportunity or missed sales at PERU,IL
What is the opportunity at HARTFORD,CT? | Opportunities at our HARTFORD,CT location. | The sales opportunity or missed sales at HARTFORD,CT
What is the opportunity at FORTWORTH,TX? | Opportunities at our FORTWORTH,TX location. | The sales opportunity or missed sales at FORTWORTH,TX
What is the opportunity at BLOOMNGTN,IL? | Opportunities at our BLOOMNGTN,IL location. | The sales opportunity or missed sales at BLOOMNGTN,IL
What is the opportunity at AUSTIN,TX? | Opportunities at our AUSTIN,TX location. | The sales opportunity or missed sales at AUSTIN,TX
What is the opportunity at MACON,GA? | Opportunities at our MACON,GA location. | The sales opportunity or missed sales at MACON,GA
What is the opportunity at WACO,TX? | Opportunities at our WACO,TX location. | The sales opportunity or missed sales at WACO,TX
What is the opportunity at BRICK,NJ? | Opportunities at our BRICK,NJ location. | The sales opportunity or missed sales at BRICK,NJ
What is the opportunity at MANCHESTER ,NH? | Opportunities at our MANCHESTER ,NH location. | The sales opportunity or missed sales at MANCHESTER ,NH
What is the opportunity at CONCORD,NH? | Opportunities at our CONCORD,NH location. | The sales opportunity or missed sales at CONCORD,NH
What is the opportunity at KNOXVILLE,TN? | Opportunities at our KNOXVILLE,TN location. | The sales opportunity or missed sales at KNOXVILLE,TN
What is the opportunity at OLYMPIA,WA? | Opportunities at our OLYMPIA,WA location. | The sales opportunity or missed sales at OLYMPIA,WA
What is the opportunity at BILOXI,MI? | Opportunities at our BILOXI,MI location. | The sales opportunity or missed sales at BILOXI,MI
What is the opportunity at AL? | The biggest opportunity in AL. | The sales opportunity or missed sales at AL
What is the opportunity at AZ? | The biggest opportunity in AZ. | The sales opportunity or missed sales at AZ
What is the opportunity at CA? | The biggest opportunity in CA. | The sales opportunity or missed sales at CA
What is the opportunity at CT? | The biggest opportunity in CT. | The sales opportunity or missed sales at CT
What is the opportunity at GA? | The biggest opportunity in GA. | The sales opportunity or missed sales at GA
What is the opportunity at IL? | The biggest opportunity in IL. | The sales opportunity or missed sales at IL
What is the opportunity at IN? | The biggest opportunity in IN. | The sales opportunity or missed sales at IN
What is the opportunity at LA? | The biggest opportunity in LA. | The sales opportunity or missed sales at LA
What is the opportunity at MI? | The biggest opportunity in MI. | The sales opportunity or missed sales at MI
What is the opportunity at NH? | The biggest opportunity in NH. | The sales opportunity or missed sales at NH
What is the opportunity at NJ? | The biggest opportunity in NJ. | The sales opportunity or missed sales at NJ
What is the opportunity at OR? | The biggest opportunity in OR. | The sales opportunity or missed sales at OR
What is the opportunity at PA? | The biggest opportunity in PA. | The sales opportunity or missed sales at PA
What is the opportunity at TN? | The biggest opportunity in TN. | The sales opportunity or missed sales at TN
What is the opportunity at TX? | The biggest opportunity in TX. | The sales opportunity or missed sales at TX
What is the opportunity at WA? | The biggest opportunity in WA. | The sales opportunity or missed sales at WA
What is the opportunity at WV? | The biggest opportunity in WV. | The sales opportunity or missed sales at WV
What is the opportunity at WY? | The biggest opportunity in WY. | The sales opportunity or missed sales at WY
What is the opportunity at ALABAMA? | The biggest opportunity in AL. | The sales opportunity or missed sales at AL
